total_quantity,business_quantity,personal_quantity,request_type,total_time
148,110,38,existence,347.76
30,26,4,debt,93.35
96,42,54,payment,237.96
44,1,43,existence,102.38
47,18,29,existence,104.01
121,75,46,existence,254.13
8,2,6,payment,30.86
125,65,60,existence,305.48
140,88,52,existence,265.32
142,129,13,debt,346.01
104,69,35,existence,212.3
21,14,7,payment,57.26
155,148,7,existence,395.75
56,30,26,debt,189.45
81,78,3,debt,210.89
75,7,68,existence,174.1
7,7,0,existence,18.75
55,48,7,existence,173.83
31,23,8,debt,103.77
43,11,32,existence,114.99
34,2,32,payment,73.17
98,42,56,debt,278.25
19,1,18,payment,47.97
68,32,36,existence,129.41
2,2,0,payment,17.16
96,95,1,debt,315.11
131,46,85,debt,255.81
104,72,32,debt,228.92
17,4,13,existence,23.41
9,1,8,debt,24.8
67,36,31,existence,188.06
138,33,105,payment,335.2
153,12,141,existence,309.07
127,113,14,payment,348.59
97,89,8,payment,238.75
92,67,25,payment,284.14
80,5,75,debt,165.05
78,9,69,existence,203.14
91,19,72,existence,222.9
117,76,41,payment,330.11
155,143,12,existence,307.86
108,6,102,existence,197.83
100,20,80,debt,267.6
50,33,17,payment,143.71
154,47,107,existence,271.13
10,6,4,existence,18.64
18,3,15,existence,37.59
30,23,7,payment,101.32
50,41,9,existence,175.67
155,23,132,payment,292.98
63,44,19,payment,134.55
42,15,27,existence,107.94
143,133,10,debt,524.81
16,1,15,debt,28.18
28,21,7,debt,80.75
28,17,11,existence,68.8
78,65,13,payment,268.14
46,34,12,existence,152.85
28,16,12,debt,78.68
136,63,73,existence,355.73
112,104,8,existence,294.28
27,20,7,debt,109.28
23,17,6,existence,61.18
8,4,4,payment,28.05
21,11,10,existence,44.86
142,82,60,payment,312.68
64,46,18,existence,139.61
81,38,43,debt,208.53
82,14,68,payment,214.79
150,104,46,debt,390.76
39,11,28,debt,96.42
52,10,42,payment,88.06
127,38,89,debt,249.16
122,87,35,payment,286.89
41,29,12,debt,97.6
135,128,7,debt,503.73
32,4,28,payment,82.75
149,116,33,existence,318.03
85,62,23,payment,291.06
142,6,136,payment,316.44
64,60,4,debt,213.43
104,72,32,existence,258.37
40,20,20,debt,111.3
107,13,94,existence,206.57
37,21,16,payment,90.95
69,59,10,payment,262.41
7,1,6,existence,16.72
80,64,16,existence,178.46
61,14,47,debt,151.26
64,22,42,existence,140.12
70,34,36,payment,205.67
2,1,1,debt,32.43
7,3,4,debt,23.43
4,4,0,existence,15.17
59,10,49,debt,164.59
115,53,62,existence,246.66
140,32,108,debt,352.55
55,23,32,existence,146.52
35,12,23,existence,91.55
61,9,52,debt,106.33
113,99,14,payment,254.21
96,20,76,debt,242.75
83,18,65,debt,167.16
26,7,19,existence,61.89
39,21,18,debt,131.81
74,59,15,payment,178.77
101,84,17,payment,215.34
59,41,18,payment,200.39
119,2,117,existence,145.8
152,71,81,debt,367.57
106,9,97,payment,258.42
100,35,65,payment,203.35
75,67,8,payment,248.52
129,53,76,payment,391.32
16,14,2,existence,58.17
149,83,66,payment,381.46
17,15,2,payment,54.54
102,14,88,existence,270.1
107,80,27,payment,277.88
126,65,61,debt,279.77
101,56,45,payment,232.84
47,14,33,debt,134.27
85,25,60,debt,188.31
5,3,2,payment,19.26
16,8,8,existence,31.29
21,16,5,payment,77.31
107,18,89,existence,185.36
140,42,98,existence,252.76
153,64,89,payment,487.55
48,39,9,debt,173.34
141,49,92,debt,411.34
96,76,20,existence,266.21
123,46,77,payment,363.65
157,19,138,debt,324.05
39,29,10,debt,154.56
15,13,2,debt,59.76
129,94,35,payment,439.74
22,9,13,payment,77
75,70,5,debt,268.43
55,51,4,debt,156.76
82,13,69,existence,138.8
144,144,0,existence,490.1
124,70,54,existence,331.27
124,91,33,existence,398.58
96,22,74,existence,262.6
41,25,16,payment,96.79
71,39,32,existence,212.34
22,5,17,existence,51.06
42,31,11,debt,155.23
103,56,47,payment,288.63
41,11,30,payment,94.61
51,25,26,payment,125.37
108,83,25,payment,339.23
47,26,21,payment,146.41
136,4,132,payment,220.45
141,58,83,debt,396.22
129,54,75,payment,244.57
27,1,26,debt,67.26
4,4,0,existence,13.12
1,1,0,debt,18.2
131,128,3,payment,351.66
19,7,12,debt,67.15
59,17,42,existence,134.32
68,49,19,existence,140.51
46,10,36,payment,102.67
155,150,5,payment,432.32
126,67,59,debt,313.98
149,143,6,debt,451.47
31,5,26,payment,90.64
100,28,72,payment,187.86
109,68,41,payment,221.1
67,58,9,payment,224
91,15,76,payment,234.59
74,11,63,debt,192.08
6,3,3,payment,27.2
90,88,2,existence,230.11
85,37,48,existence,188.13
122,2,120,payment,181.78
116,59,57,payment,351.77
46,34,12,payment,120.21
34,31,3,debt,143.23
12,4,8,debt,48.98
155,110,45,debt,309.12
152,43,109,existence,307.91
143,75,68,payment,385.98
151,49,102,debt,436.83
150,122,28,existence,493.42
96,21,75,existence,179.12
91,28,63,debt,273.43
147,72,75,debt,346.82
18,18,0,payment,66.6
93,23,70,existence,218.48
69,27,42,existence,124.97
77,57,20,existence,199.71
10,9,1,existence,32.19
89,61,28,payment,248.06
139,137,2,existence,487.55
93,78,15,existence,222.88
93,73,20,debt,217.95
129,76,53,debt,316.67
75,28,47,payment,156.54
107,78,29,debt,269.36
4,2,2,debt,33.15
117,51,66,existence,277.47
95,56,39,debt,266.59
152,20,132,payment,306.77
73,33,40,debt,194.14
112,42,70,debt,205.05
108,59,49,debt,297.68
44,41,3,payment,131.63
4,4,0,debt,28.95
89,81,8,debt,285.18
39,30,9,existence,123.28
26,13,13,existence,76.87
88,88,0,debt,326.23
5,4,1,existence,9.58
1,1,0,existence,2.64
5,5,0,payment,22.97
147,81,66,payment,252.68
93,14,79,existence,163.94
91,67,24,existence,268.53
6,2,4,existence,16.87
7,4,3,existence,16.14
102,8,94,debt,266.96
83,36,47,debt,168.1
81,73,8,existence,219.69
76,10,66,existence,183.99
3,2,1,existence,5.77
121,95,26,debt,370.5
102,36,66,payment,219.31
43,2,41,existence,55.79
143,138,5,debt,481.02
50,22,28,debt,106.42
4,2,2,debt,30.45
77,67,10,debt,239.2
65,26,39,debt,219.09
42,4,38,debt,77.76
34,34,0,payment,119.24
47,15,32,debt,96.12
13,6,7,debt,47.36
78,74,4,debt,246.26
88,57,31,debt,223.62
27,7,20,payment,59.67
56,31,25,payment,158.55
3,2,1,existence,9.14
36,25,11,existence,94.11
117,10,107,debt,265.19
27,15,12,debt,89.7
12,2,10,payment,42.76
142,50,92,payment,354.12
119,25,94,payment,326.05
26,9,17,debt,75.53
116,70,46,debt,367.43
129,83,46,existence,333.04
24,23,1,debt,79.72
43,3,40,debt,114.72
123,52,71,debt,271.87
54,19,35,payment,165.69
78,57,21,debt,175.91
97,31,66,existence,191.07
34,28,6,payment,138.02
130,82,48,debt,300.18
154,126,28,payment,398.59
87,10,77,debt,199.14
11,6,5,existence,20.34
150,67,83,payment,296.85
145,141,4,debt,415.87
116,72,44,existence,364.02
46,17,29,payment,100.09
99,7,92,existence,192.35
108,78,30,existence,249.82
73,32,41,debt,137.36
132,28,104,existence,295.07
84,45,39,existence,171.9
43,26,17,existence,139.15
153,149,4,payment,531.83
67,62,5,debt,212.81
137,77,60,existence,324.1
79,64,15,existence,265.09
7,3,4,payment,34.66
61,6,55,payment,140.42
66,59,7,payment,204.29
98,17,81,existence,137.69
104,44,60,payment,255.18
155,48,107,debt,240.1
1,1,0,existence,2.92
45,29,16,payment,140.44
127,86,41,debt,277.49
61,30,31,existence,153.45
30,9,21,debt,62.78
18,3,15,existence,26.05
43,38,5,existence,135.05
140,28,112,debt,282.27
150,73,77,debt,441.95
72,6,66,debt,203.18
6,3,3,payment,16.31
144,137,7,payment,371.56
124,105,19,debt,314.88
35,13,22,debt,79.03
37,22,15,existence,109.69
145,4,141,debt,368.92
89,14,75,payment,147.56
156,22,134,existence,400.79
24,14,10,payment,68.48
43,20,23,existence,110.59
123,65,58,debt,366.05
39,9,30,payment,108.56
54,4,50,debt,136.96
16,4,12,existence,34.06
28,26,2,existence,71.97
106,39,67,payment,238.7
93,46,47,debt,173.4
135,26,109,existence,255.24
83,19,64,existence,193.66
107,23,84,debt,249.07
85,11,74,payment,194.96
101,90,11,debt,294.08
39,2,37,payment,65.33
13,12,1,payment,40.22
146,87,59,payment,337.15
70,41,29,existence,222.83
114,30,84,debt,308.72
127,91,36,debt,471.1
126,78,48,existence,325.89
108,24,84,existence,228.59
31,6,25,debt,96
87,50,37,debt,192.09
145,133,12,payment,421.35
29,18,11,payment,85.02
13,5,8,debt,53.32
136,70,66,debt,278.94
1,1,0,payment,20.13
82,44,38,debt,218.39
114,89,25,payment,373.21
63,2,61,payment,139.99
15,7,8,payment,44.36
103,48,55,existence,219.09
117,39,78,existence,239.37
104,31,73,existence,149.6
24,5,19,debt,62.54
23,3,20,debt,80.65
141,64,77,existence,316.5
94,67,27,existence,208.45
148,54,94,existence,374.46
137,49,88,payment,320.87
93,54,39,existence,265.73
97,8,89,debt,253.93
107,96,11,existence,265.24
155,99,56,debt,301.8
117,113,4,debt,397.42
65,6,59,payment,161.43
39,9,30,debt,97.68
15,1,14,debt,40.2
115,18,97,debt,282.85
29,11,18,existence,61.59
108,103,5,existence,312.9
122,73,49,debt,390.99
47,8,39,payment,101.98
29,14,15,debt,106.6
71,56,15,existence,171.16
10,5,5,payment,38.17
79,34,45,existence,155.83
8,3,5,payment,35.14
140,45,95,debt,317.76
69,21,48,debt,145.15
105,70,35,existence,259.21
75,75,0,existence,262.03
53,46,7,payment,140.92
128,73,55,existence,339.63
54,52,2,payment,150.35
99,25,74,payment,171.43
111,76,35,existence,255.79
92,92,0,existence,315.27
144,70,74,payment,277.94
88,60,28,existence,192.6
113,94,19,payment,383.94
66,43,23,payment,213.35
32,13,19,existence,89.4
156,87,69,existence,477.71
8,6,2,payment,31.51
51,17,34,payment,134.26
69,25,44,existence,113.44
86,9,77,existence,200.32
4,1,3,payment,22.8
67,54,13,existence,149.67
75,65,10,payment,205.35
9,3,6,existence,19.01
152,100,52,debt,368.15
23,21,2,debt,92.85
62,32,30,existence,125.41
8,1,7,payment,18.28
111,53,58,existence,243.09
44,22,22,debt,126.07
53,43,10,payment,159.28
86,81,5,debt,303.73
66,5,61,payment,113.95
13,9,4,existence,32.04
36,34,2,existence,138.99
20,17,3,payment,72.54
130,77,53,debt,298.41
64,23,41,payment,142.31
112,81,31,debt,247.04
71,70,1,payment,175.67
62,61,1,existence,169.32
115,33,82,debt,186.38
73,32,41,payment,146.01
144,73,71,debt,409.39
85,44,41,debt,154.93
2,1,1,debt,33.6
93,61,32,existence,176.91
134,84,50,payment,311.4
152,99,53,payment,410.81
146,85,61,payment,450.04
100,69,31,payment,313.13
38,11,27,existence,82.88
9,7,2,payment,44.17
3,2,1,existence,7.29
97,78,19,payment,285.35
66,24,42,existence,154.69
70,50,20,debt,141.31
15,9,6,payment,41.34
112,89,23,existence,270.16
42,17,25,debt,126.08
145,41,104,debt,413.58
89,74,15,payment,230.24
53,34,19,payment,122.12
157,137,20,existence,501.13
116,66,50,payment,299.08
69,60,9,debt,183.33
118,42,76,existence,316.51
151,119,32,debt,481.98
114,17,97,payment,269.76
17,12,5,payment,58.85
141,11,130,debt,375.03
153,111,42,payment,369.22
7,7,0,debt,29.88
82,55,27,debt,182.78
123,34,89,debt,330.69
128,105,23,existence,295.97
152,88,64,existence,329.39
27,12,15,payment,79.72
47,19,28,debt,120.03
36,21,15,debt,100.13
58,26,32,payment,162.71
136,57,79,existence,312.03
152,138,14,existence,379.88
61,30,31,payment,115.52
155,25,130,debt,318.38
46,27,19,payment,129.21
119,80,39,debt,306.39
92,74,18,debt,299.74
91,44,47,debt,206.8
88,76,12,payment,325.7
90,53,37,existence,170.36
97,14,83,debt,268.78
79,2,77,debt,133.65
114,58,56,debt,219.48
35,4,31,payment,61.42
6,6,0,existence,13.65
123,2,121,payment,189.97
47,29,18,payment,161.57
26,22,4,payment,96.62
5,1,4,debt,36.2
62,11,51,debt,154.61
44,25,19,debt,119.67
46,34,12,payment,108.38
102,90,12,payment,363.55
68,46,22,debt,183.71
77,76,1,debt,245.17
131,17,114,existence,199.87
106,65,41,payment,277.5
24,10,14,payment,58.59
33,13,20,payment,94.68
68,15,53,payment,196.09
74,41,33,payment,187.93
150,44,106,payment,289.21
121,12,109,debt,301.65
7,2,5,debt,29.49
136,107,29,existence,328.92
62,41,21,payment,209.94
101,9,92,debt,191.59
106,95,11,debt,275.36
148,7,141,debt,246.28
1,1,0,payment,19.85
90,64,26,debt,273.7
59,28,31,debt,152.5
109,91,18,payment,261.88
150,37,113,existence,285.57
77,32,45,existence,171.81
16,6,10,debt,60.69
139,108,31,debt,444.42
77,67,10,debt,244.2
129,104,25,debt,430.16
58,12,46,payment,144.47
70,52,18,existence,183.51
61,27,34,existence,159.05
79,13,66,payment,206.3
136,28,108,payment,247.16
133,81,52,payment,392.04
92,43,49,existence,230.05
129,116,13,existence,249.9
19,7,12,payment,45.61
112,76,36,payment,298.3
107,76,31,payment,238.08
41,13,28,payment,119.83
142,67,75,payment,284.71
119,28,91,payment,190.89
131,59,72,payment,250.75
8,3,5,debt,44.54
135,47,88,debt,412
123,31,92,existence,216.54
11,5,6,payment,43.13
103,82,21,debt,331.78
93,32,61,debt,182.18
21,12,9,payment,49.73
120,117,3,existence,350.35
134,119,15,payment,478.49
117,111,6,debt,384.66
104,40,64,debt,282.97
25,9,16,payment,87.2
12,9,3,debt,48.96
90,69,21,debt,201.9
16,9,7,debt,39.7
75,13,62,payment,130.18
110,35,75,debt,236.28
125,10,115,debt,249.67
119,108,11,debt,394.23
65,18,47,existence,158.56
62,11,51,debt,105.86
146,69,77,debt,402.28
88,79,9,debt,255.11
71,53,18,existence,219.99
136,97,39,debt,397.61
148,66,82,debt,318.94
112,107,5,debt,305.47
98,9,89,debt,187.15
54,45,9,debt,135.85
38,14,24,debt,103.29
114,40,74,payment,199.72
46,44,2,payment,104.48
106,65,41,existence,312.76
133,74,59,payment,400.53
37,16,21,existence,80.93
47,13,34,debt,130.41
140,139,1,existence,391.23
78,63,15,debt,253.8
113,97,16,existence,348.69
48,16,32,payment,153.33
121,70,51,debt,350.68
83,19,64,payment,193.59
93,50,43,existence,224.17
90,19,71,existence,244.89
70,10,60,existence,186.68
88,40,48,existence,155.13
137,61,76,existence,264.56
119,83,36,payment,391.61
69,24,45,payment,191.25
70,2,68,debt,138.72
117,9,108,payment,236.58
99,35,64,existence,165.98
38,29,9,debt,93.88
72,21,51,existence,168.08
108,89,19,payment,253.27
108,26,82,payment,218.79
25,16,9,debt,85.57
46,19,27,existence,109.55
41,16,25,payment,101.03
73,19,54,existence,157.49
3,3,0,debt,27.42
141,22,119,debt,280.54
16,12,4,existence,31.33
75,24,51,debt,194.83
58,23,35,payment,181.99
47,23,24,payment,106.32
74,62,12,existence,187.77
75,60,15,debt,194.78
101,24,77,payment,186.9
152,90,62,payment,444.85
4,1,3,payment,16.95
21,11,10,payment,73.19
42,30,12,payment,123.79
155,83,72,payment,492.76
72,4,68,existence,155.98
125,84,41,existence,254.5
119,9,110,debt,180.55
143,10,133,payment,375.75
86,22,64,debt,193.61
31,9,22,debt,91.39
39,5,34,payment,114.84
84,81,3,debt,178.37
107,53,54,debt,270.77
25,11,14,payment,76.01
88,80,8,payment,320.81
146,104,42,debt,325.08
53,1,52,debt,114.81
21,15,6,payment,69.12
82,63,19,payment,281.63
73,39,34,payment,203.94
67,25,42,payment,198.58
78,66,12,existence,194.49
38,27,11,debt,144.96
52,12,40,debt,96.14
131,81,50,existence,403.36
48,39,9,existence,125.06
10,7,3,payment,29.55
50,20,30,existence,138.09
71,16,55,payment,106.42
129,54,75,existence,249.46
123,11,112,debt,288.74
10,6,4,payment,34.85
17,1,16,existence,41.07
61,37,24,payment,147.72
146,43,103,payment,309.62
120,84,36,existence,383.35
133,126,7,payment,456.44
28,22,6,existence,55.05
137,132,5,payment,404.34
29,5,24,payment,61.73
13,8,5,payment,52.19
124,49,75,existence,345.47
42,35,7,debt,129.43
88,73,15,debt,268.61
113,84,29,payment,217.49
72,58,14,debt,244.07
74,65,9,debt,274.27
66,41,25,payment,150.31
57,37,20,debt,132.96
3,3,0,debt,21.27
146,69,77,payment,291.63
145,44,101,payment,251.96
110,30,80,payment,206.35
25,24,1,payment,82.95
17,14,3,payment,57.24
152,109,43,debt,285.23
150,98,52,payment,327.47
7,5,2,existence,17.15
10,2,8,payment,37.23
46,24,22,existence,93.25
116,77,39,debt,228.27
74,66,8,existence,231.52
69,30,39,payment,211.81
113,51,62,debt,322.31
33,28,5,debt,108.23
23,21,2,debt,75.55
94,28,66,debt,167.53
103,15,88,debt,239.62
58,56,2,debt,179.07
149,95,54,payment,414.28
107,73,34,existence,268.05
110,9,101,existence,170.19
148,79,69,existence,312.91
94,35,59,debt,271.43
95,78,17,existence,254.69
20,2,18,existence,48.95
29,24,5,payment,69.5
115,30,85,existence,229.46
33,21,12,existence,95.71
118,111,7,payment,334.99
45,2,43,debt,97.57
44,28,16,payment,107.75
54,7,47,existence,96.19
123,78,45,payment,354.76
65,32,33,existence,152.99
36,14,22,payment,83.76
106,11,95,existence,257.4
10,3,7,payment,38.24
94,26,68,payment,156.6
137,65,72,payment,229.25
55,43,12,existence,156.52
80,67,13,existence,265.3
90,2,88,existence,131.56
57,1,56,existence,75.69
83,20,63,debt,232.64
155,80,75,existence,315.31
147,138,9,payment,385.13
22,11,11,debt,64.11
15,14,1,existence,31.58
73,57,16,existence,214.72
28,6,22,debt,77.77
154,113,41,payment,359.27
28,11,17,debt,78.64
79,1,78,payment,183.44
78,19,59,payment,188.15
118,9,109,debt,310.4
59,14,45,existence,135.99
7,4,3,debt,32.45
36,12,24,debt,124.24
119,61,58,payment,368.25
42,7,35,payment,75.89
91,16,75,existence,206.6
79,66,13,debt,251.74
12,5,7,debt,39.84
5,5,0,existence,14.95
157,90,67,payment,380.68
107,51,56,payment,286.5
13,1,12,payment,39.36
39,9,30,debt,123.37
53,9,44,existence,101.69
79,40,39,existence,205.8
55,12,43,payment,129.25
22,7,15,payment,67.13
22,4,18,existence,34.59
68,35,33,payment,138.59
144,24,120,debt,295.91
62,13,49,debt,133.56
28,2,26,payment,49.13
29,24,5,payment,70.69
9,9,0,debt,48.62
75,60,15,payment,210.91
68,68,0,debt,177.69
147,140,7,debt,321.75
29,22,7,debt,100.67
111,46,65,payment,339.22
51,25,26,debt,132.8
29,29,0,payment,90.8
67,49,18,existence,145.2
89,32,57,payment,222.46
118,21,97,payment,332.92
132,92,40,debt,339.12
13,2,11,debt,34.67
16,16,0,debt,66.7
97,16,81,debt,243.49
115,3,112,existence,282.26
138,84,54,debt,288.93
15,10,5,payment,54.92
110,100,10,debt,303.48
104,1,103,debt,161.33
60,2,58,debt,152.97
68,7,61,payment,145.91
39,30,9,existence,130.62
58,27,31,payment,153.29
22,19,3,existence,62.07
62,26,36,debt,197.8
29,15,14,existence,49.74
45,35,10,payment,154
146,42,104,debt,378.22
24,24,0,existence,73.94
157,101,56,payment,394.42
68,3,65,existence,86.69
23,7,16,existence,62.82
60,55,5,existence,126.87
82,3,79,payment,145.22
77,61,16,existence,220.23
156,86,70,existence,447.06
13,4,9,payment,50.27
41,7,34,payment,61.81
156,80,76,existence,300.57
107,107,0,payment,242.92
69,48,21,existence,193.45
145,108,37,debt,347.45
10,1,9,existence,13.75
15,15,0,existence,42.62
101,9,92,existence,170.27
75,10,65,payment,208.23
27,11,16,payment,65.04
111,26,85,debt,313.08
27,22,5,debt,84.47
119,36,83,payment,274.68
79,76,3,payment,248.37
30,15,15,payment,93.79
90,22,68,debt,179.58
66,24,42,existence,137.78
135,82,53,debt,426.7
128,49,79,existence,189.81
145,122,23,payment,370.89
8,4,4,debt,43.94
66,30,36,payment,133.48
141,77,64,existence,391.83
99,77,22,existence,249.65
75,39,36,debt,245.25
60,23,37,debt,169.55
129,80,49,existence,353.58
59,20,39,payment,180.9
89,83,6,existence,269.04
136,46,90,debt,373.42
26,3,23,existence,36.86
30,8,22,debt,73.46
136,88,48,debt,320.7
44,26,18,debt,113.83
98,60,38,existence,201.6
